arm,subjectid,objectid,predicate,types,answer,correct,inputTokens,outputTokens,cost,latencyMs,error
textmap,poi_way/1134399549,poi_way/1134399550,overlaps,LineString-LineString,"(linestring,crosses,linestring)",false,3073,752,0.006833,7383,
textmap,census_550250017043,poi_way/513166488,contains,Polygon-LineString,"(polygon,within,linestring)",false,3073,658,0.006363,5250,
textmap,node_10580933444,poi_way/1135060568,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,362,0.004882,4078,
textmap,"road_(2556575687, 258028130)",poi_way/248950675,overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,3073,407,0.005108,5258,
textmap,node_1857601872,census_550250016061,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,420,0.005172,5311,
textmap,node_2605326731,census_550250003012,within,Point-Polygon,"(point,within,polygon)",true,3072,378,0.004962,4933,
textmap,node_3377351049,census_550250003022,within,Point-Polygon,"(point,within,polygon)",true,3072,289,0.004517,3675,
textmap,node_10580933398,poi_way/1135060568,within,Point-LineString,"(point,touches,linestring)",false,3072,520,0.005672,4352,
textmap,node_53654436,census_550250003022,touches,Point-Polygon,"(point,within,polygon)",false,3072,314,0.004642,3854,
textmap,poi_way/118690988,census_550250024013,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,3073,644,0.006293,5725,
textmap,poi_way/118690988,parcel_80925115960,touches,LineString-Polygon,"(linestring,disjoint,polygon)",false,3073,481,0.005478,5548,
textmap,parcel_70919408108,census_550250003022,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,316,0.004653,3998,
textmap,poi_way/118690988,parcel_80925117130,touches,LineString-Polygon,"(linestring,disjoint,polygon)",false,3073,632,0.006233,5860,
textmap,node_53428086,census_550250003022,touches,Point-Polygon,"(point,within,polygon)",false,3072,369,0.004917,4676,
textmap,parcel_70919409198,census_550250003022,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,301,0.004578,3702,
textmap,"road_(1160723029, 1178722234)",node_3423901866,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,357,0.004857,4014,
textmap,poi_node/7196134726,poi_way/1134399571,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,334,0.004742,4268,
textmap,parcel_70913430016,census_550250019013,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,334,0.004743,3825,
textmap,census_550250003012,poi_way/1134399560,contains,Polygon-LineString,"(linestring,within,polygon)",false,3073,309,0.004618,4052,
textmap,node_1221418870,census_550250026022,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,401,0.005077,4683,
textmap,"road_(53475733, 7824854935)",census_550250026022,touches,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,370,0.004923,4727,
textmap,poi_way/1134399560,poi_way/1134399559,overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,3073,617,0.006158,5599,
textmap,node_2771341194,poi_way/158910981,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,456,0.005352,5339,
textmap,poi_node/10016351963,polygon_census_550250026032,within,Point-Polygon,"(point,within,polygon)",true,3072,375,0.004947,4169,
textmap,poi_way/105682530,polygon_census_550250026032,within,LineString-Polygon,"(linestring,disjoint,polygon)",false,3073,495,0.005548,5386,
textmap,node_5489534404,node_5489534404,equals,Point-Point,"(point,equals,point)",true,3071,131,0.003726,2077,
textmap,node_1192211477,node_5489534404,disjoint,Point-Point,"(point,disjoint,point)",true,3071,219,0.004166,3235,
textmap,census_550250026032,census_550250026021,overlaps,Polygon-Polygon,I need to analyze the spatial relationship between Polygon A,false,3073,800,0.007073,5331,
textmap,polygon_census_550250009011,poi_way/275061384,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,326,0.004703,4452,
textmap,census_550250008002,poi_way/372514599,disjoint,Polygon-LineString,"(polygon,disjoint,linestring)",true,3073,287,0.004508,4981,
textmap,"road_(1142903857, 5489534404)",node_5489534404,touches,LineString-Point,"(linestring,touches,point)",true,3072,527,0.005707,5101,
textmap,node_4643607509,parcel_70913223164,touches,Point-Polygon,"(point,touches,polygon)",true,3072,346,0.004802,4326,
textmap,poi_way/38019751,poi_way/38311316,overlaps,LineString-LineString,"(linestring,overlaps,linestring)",true,3073,525,0.005698,4768,
textmap,poi_node/10582096839,line_poi_way/1135060530,within,Point-LineString,"(point,touches,linestring)",false,3072,480,0.005472,7479,
textmap,"road_(3033922223, 2988956359)",census_550250011022,touches,LineString-Polygon,"(linestring,within,polygon)",false,3073,322,0.004683,3855,
textmap,poi_way/106328239,poi_way/106328260,disjoint,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,7465,
textmap,poi_way/38019751,census_550250011022,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,442,0.005283,5142,
textmap,"road_(3423901671, 53592110)",parcel_70920419087,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,448,0.005313,3801,
textmap,poi_way/38311316,line_poi_way/38311316,equals,LineString-LineString,"(linestring,equals,linestring)",true,3073,416,0.005153,5899,
textmap,node_1857788770,census_550250011022,within,Point-Polygon,"(point,within,polygon)",true,3072,415,0.005147,4589,
textmap,"road_(3033934071, 53370766)",census_550250011022,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,423,0.005188,4979,
textmap,node_1859358812,poi_way/174831314,within,Point-LineString,"(point,touches,linestring)",false,3072,315,0.004647,3878,
textmap,census_550250032001,census_550250011022,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,504,0.005593,5192,
textmap,node_3295624452,poi_way/1134399578,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,324,0.004692,4434,
textmap,poi_way/1135060554,poi_way/105682524,disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,322,0.004683,6433,
textmap,node_10582096834,census_550250026032,within,Point-Polygon,"(point,within,polygon)",true,3072,267,0.004407,4362,
textmap,"road_(8585583423, 53516373)",census_550250026032,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,411,0.005128,5468,
textmap,poi_way/105681453,census_550250026032,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,595,0.006048,5661,
textmap,"road_(53627235, 53623681)","road_(53627235, 6915055895)",touches,LineString-LineString,"(linestring,touches,linestring)",true,3073,465,0.005398,4084,
textmap,node_1221623993,poi_way/1135060530,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,404,0.005092,4208,
textmap,parcel_081034202010,census_550250026032,within,Polygon-Polygon,"(linestring,within,polygon)",false,3073,378,0.004963,5400,
textmap,"road_(5536097523, 3599782523)",poi_way/991483142,within,LineString-LineString,"(linestring,overlaps,linestring)",false,3073,319,0.004668,4132,
textmap,census_550250010001,census_550250012003,overlaps,Polygon-Polygon,"(polygon,disjoint,polygon)",false,3073,303,0.004588,4292,
textmap,node_3295625162,poi_way/1134399604,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,290,0.004522,3778,
textmap,poi_node/6758233532,census_550250012003,disjoint,Point-Polygon,"(point,disjoint,polygon)",true,3072,385,0.004997,4669,
textmap,parcel_081034205436,census_550250026032,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,458,0.005363,5807,
textmap,node_9134452605,poi_way/1134399604,within,Point-LineString,"(point,touches,linestring)",false,3072,362,0.004882,4214,
textmap,node_2713279437,poi_way/102371335,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,353,0.004837,3803,
textmap,poi_way/1135060652,poi_way/1135060653,overlaps,LineString-LineString,I need to analyze the spatial relationship between geometry ,false,3073,800,0.007073,6097,
textmap,poi_way/1134399576,node_53515645,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,267,0.004407,2836,
textmap,poi_node/8284023338,poi_way/175146012,disjoint,Point-LineString,"(point,disjoint,linestring)",true,3072,278,0.004462,3349,
textmap,census_550250004073,poi_way/991483142,crosses,Polygon-LineString,"(polygon,crosses,linestring)",true,3073,494,0.005543,5522,
textmap,node_1857864059,poi_way/175146012,within,Point-LineString,"(point,touches,linestring)",false,3072,303,0.004587,3462,
textmap,poi_way/1135060643,node_1221418870,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,291,0.004527,3617,
textmap,node_1178748032,census_550250002011,within,Point-Polygon,"(point,within,polygon)",true,3072,279,0.004467,3777,
textmap,parcel_70919209035,census_550250002011,within,Polygon-Polygon,"(point,within,polygon)",false,3073,263,0.004388,3243,
textmap,"road_(1221355016, 10580933500)",node_1221355016,touches,LineString-Point,"(linestring,disjoint,point)",false,3072,545,0.005797,4968,
textmap,"road_(53722692, 9000332276)",census_550250002011,within,LineString-Polygon,"(linestring,within,polygon)",true,3073,293,0.004538,4053,
textmap,poi_way/106047757,node_10580933543,disjoint,LineString-Point,"(linestring,disjoint,point)",true,3072,561,0.005877,4919,
textmap,"road_(53483432, 53483463)",census_550250002011,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,385,0.004998,4495,
textmap,census_550250003013,census_550250002011,touches,Polygon-Polygon,"(polygon,disjoint,polygon)",false,3073,337,0.004758,4431,
textmap,parcel_60801417119,census_550250005052,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,456,0.005353,4023,
textmap,poi_way/572764803,census_550259917030,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,360,0.004873,4298,
textmap,node_2633816162,census_550250002011,touches,Point-Polygon,"(point,touches,polygon)",true,3072,441,0.005277,5115,
textmap,"road_(7876047361, 1221466083)","line_road_(7876047361, 1221466083)",touches,LineString-LineString,"(linestring,overlaps,linestring)",false,3073,762,0.006883,6049,
textmap,"road_(2842212014, 53626907)",census_550250005052,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,3073,442,0.005283,5780,
textmap,"line_road_(4199251896, 6299649504)",census_550250009012,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,441,0.005278,5032,
textmap,poi_way/106221825,census_550259917030,disjoint,LineString-Polygon,"(point,disjoint,polygon)",false,3073,493,0.005538,5538,
textmap,"road_(2951828414, 5574927974)",census_550250005013,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,267,0.004408,3221,
textmap,"road_(3436458167, 53546826)",census_550250004102,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,294,0.004543,4351,
textmap,"road_(53511815, 53452671)",census_550250005042,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,3073,419,0.005168,4169,
textmap,"road_(5424705818, 53691629)",census_550250014041,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,345,0.004798,6872,
textmap,"road_(53462358, 3035654104)",census_550250009012,touches,LineString-Polygon,"(linestring,within,polygon)",false,3073,418,0.005163,5632,
textmap,"road_(2556575687, 258028130)",census_550250109031,crosses,LineString-Polygon,"(linestring,touches,polygon)",false,3073,446,0.005303,4511,
textmap,"road_(53475845, 2842214576)",census_550250005042,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,3073,582,0.005983,5016,
textmap,parcel_60802427034,census_550250005042,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,395,0.005048,4744,
textmap,poi_node/4080378428,census_550250110001,within,Point-Polygon,"(point,within,polygon)",true,3072,308,0.004612,3969,
textmap,polygon_census_550250018041,census_550250021004,overlaps,Polygon-Polygon,I need to analyze the spatial relationship between polygon A,false,3073,800,0.007073,4917,
textmap,"road_(53445258, 6429353141)",census_550250021004,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,3073,532,0.005733,5320,
textmap,census_550250016052,census_550250017063,disjoint,Polygon-Polygon,"(polygon,disjoint,polygon)",true,3073,463,0.005388,4442,
textmap,"road_(3900255777, 3900255789)",census_550250017063,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,444,0.005293,4995,
textmap,"road_(2343949504, 53451482)",census_550250110001,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,517,0.005658,5718,
textmap,"road_(53475449, 4199251899)",census_550250010001,crosses,LineString-Polygon,"(point,within,polygon)",false,3073,378,0.004963,4419,
textmap,polygon_parcel_70913330208,census_550250017063,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,451,0.005328,4587,
textmap,node_10560394564,census_550250105012,within,Point-Polygon,"(point,within,polygon)",true,3072,232,0.004232,3249,
textmap,"road_(452151232, 3599782647)",census_550250004022,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,262,0.004383,3295,
textmap,"road_(53307068, 53307069)",census_550250105012,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,273,0.004438,3474,
textmap,"road_(3861041594, 3861041493)",census_550250004022,within,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,358,0.004863,4091,
textmap,poi_node/7402697960,polygon_census_550250105041,within,Point-Polygon,"(point,within,polygon)",true,3072,324,0.004692,4637,
textmap,"road_(53558155, 53558157)",parcel_71007229084,disjoint,LineString-Polygon,"(linestring,disjoint,polygon)",true,3073,299,0.004568,3344,
textmap,"road_(2384881594, 2384881601)",census_550250019022,crosses,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,359,0.004868,4003,
textmap,polygon_census_550250009011,census_550250010001,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,685,0.006498,6279,
textmap,"road_(53478159, 53478169)",census_550250005041,crosses,LineString-Polygon,"(linestring,within,polygon)",false,3073,309,0.004618,3715,
textmap,poi_way/377060726,parcel_71007229084,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,3073,774,0.006943,5557,
textmap,census_550250029001,census_550250031003,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,450,0.005323,4000,
textmap,"road_(8902085199, 53534400)",census_550250031002,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,3073,413,0.005138,4312,
textmap,polygon_parcel_71022202122,census_550250031003,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,424,0.005193,4374,
textmap,"road_(53667336, 53599711)",census_550250031003,within,LineString-Polygon,"(linestring,overlaps,polygon)",false,3073,378,0.004963,4917,
textmap,"line_road_(5386892015, 5386892018)",polygon_census_550250107021,crosses,LineString-Polygon,"(linestring,crosses,polygon)",true,3073,417,0.005158,4763,
textmap,census_550250005042,census_550250005045,overlaps,Polygon-Polygon,I need to analyze the spatial relationship between polygon A,false,3073,800,0.007073,5252,
textmap,poi_way/377060724,parcel_71007229084,touches,LineString-Polygon,"(linestring,crosses,polygon)",false,3073,629,0.006218,6626,
textmap,polygon_parcel_80922474017,census_550250023021,overlaps,Polygon-Polygon,"(polygon,within,polygon)",false,3073,384,0.004993,4050,
textmap,node_612972792,census_550250004062,within,Point-Polygon,"(point,within,polygon)",true,3072,369,0.004917,4356,
textmap,parcel_70918311112,census_550250002054,within,Polygon-Polygon,"(polygon,within,polygon)",true,3073,354,0.004843,4294,
textmap,polygon_census_550250105041,census_550250105032,overlaps,Polygon-Polygon,"(polygon,overlaps,polygon)",true,3073,516,0.005653,4870,
textmap,"road_(3812685576, 3812685575)","road_(4371623425, 53504327)",disjoint,LineString-LineString,"(linestring,disjoint,linestring)",true,3073,301,0.004578,3818,
