objectid,geometry,subjectid,geometry_subject,geom_type_subject,geom_type,predicate,pid,relate,idx
parcel_70802108310,"POLYGON ((-89.5032 43.1172, -89.503 43.1171, -89.5034 43.1168, -89.5036 43.1169, -89.5032 43.1172))",polygon_parcel_70802108310,"POLYGON ((-89.5036 43.1169, -89.5032 43.1172, -89.50304 43.11712, -89.503 43.1171, -89.5034 43.1168, -89.5036 43.1169))",Polygon,Polygon,contains,5.0,212F11FF2,72
parcel_71007216221,"POLYGON ((-89.3583 43.0869, -89.3581 43.0868, -89.3584 43.0867, -89.3585 43.0868, -89.3583 43.0869))",polygon_parcel_71007216221,"POLYGON ((-89.3585 43.0868, -89.3583 43.0869, -89.35814 43.08682, -89.3581 43.0868, -89.3584 43.0867, -89.3585 43.0868))",Polygon,Polygon,contains,5.0,212F11FF2,73
parcel_081034117037,"POLYGON ((-89.293 43.1147, -89.2929 43.1145, -89.2934 43.1144, -89.2934 43.1146, -89.293 43.1147))",census_550250026033,"POLYGON ((-89.296 43.1154, -89.2977 43.1175, -89.2986 43.1205, -89.2906 43.1249, -89.2862 43.1121, -89.2856 43.1042, -89.2941 43.1047, -89.3007 43.1061, -89.2964 43.1065, -89.296 43.1154))",Polygon,Polygon,contains,5.0,212FF1FF2,74
parcel_60802282204,"POLYGON ((-89.5201 43.0268, -89.52 43.0279, -89.5178 43.0279, -89.5167 43.0267, -89.5178 43.0261, -89.5184 43.0268, -89.5201 43.0268))",census_550250005043,"POLYGON ((-89.5086 43.0316, -89.5084 43.0304, -89.5272 43.0217, -89.5331 43.0161, -89.5335 43.0164, -89.5331 43.0313, -89.5086 43.0316))",Polygon,Polygon,contains,5.0,212FF1FF2,75
parcel_70919110422,"POLYGON ((-89.4707 43.0716, -89.4707 43.0713, -89.471 43.0713, -89.471 43.0716, -89.4707 43.0716))",census_550250002011,"POLYGON ((-89.4675 43.0743, -89.4684 43.0717, -89.4684 43.067, -89.4722 43.0632, -89.4721 43.0609, -89.4785 43.0608, -89.4784 43.0616, -89.478 43.0747, -89.4675 43.0743))",Polygon,Polygon,contains,5.0,212FF1FF2,76
polygon_parcel_70921312131,"POLYGON ((-89.4386 43.063, -89.4384 43.063, -89.4384 43.06268, -89.4384 43.0626, -89.4386 43.0626, -89.4386 43.063))",census_550250008002,"POLYGON ((-89.4464 43.0681, -89.4464 43.0695, -89.4438 43.0695, -89.4389 43.0714, -89.4362 43.0715, -89.4362 43.0626, -89.4382 43.0611, -89.4474 43.0608, -89.4475 43.064, -89.4474 43.0681, -89.4464 43.0681))",Polygon,Polygon,contains,5.0,212FF1FF2,77
parcel_70928213126,"POLYGON ((-89.4418 43.0552, -89.4413 43.0552, -89.4413 43.0551, -89.4418 43.0551, -89.4418 43.0552))",census_550250004011,"POLYGON ((-89.4387 43.0608, -89.4387 43.0561, -89.438 43.0553, -89.4459 43.0489, -89.4512 43.0464, -89.4511 43.0608, -89.4387 43.0608))",Polygon,Polygon,contains,5.0,212FF1FF2,78
parcel_081034324111,"POLYGON ((-89.2978 43.1111, -89.297 43.111, -89.297 43.1104, -89.2978 43.1105, -89.2978 43.1111))",census_550250026031,"POLYGON ((-89.2961 43.1139, -89.2964 43.1065, -89.3006 43.1065, -89.3006 43.1058, -89.3167 43.1065, -89.3177 43.1101, -89.3109 43.1138, -89.2961 43.1139))",Polygon,Polygon,contains,5.0,212FF1FF2,79
parcel_70923158088,"POLYGON ((-89.3885 43.0714, -89.3878 43.0709, -89.388 43.0708, -89.3886 43.0713, -89.3885 43.0714))",polygon_parcel_70923158111,"POLYGON ((-89.3886 43.0713, -89.3885 43.0714, -89.38794 43.071, -89.3878 43.0709, -89.388 43.0708, -89.3886 43.0713))",Polygon,Polygon,contains,5.0,212F11FF2,80
parcel_70914406016,"POLYGON ((-89.3849 43.0794, -89.3848 43.0793, -89.385 43.0791, -89.3852 43.0793, -89.3849 43.0794))",census_550250017062,"POLYGON ((-89.384 43.0789, -89.387 43.0769, -89.3905 43.0795, -89.3863 43.0806, -89.384 43.0789))",Polygon,Polygon,contains,5.0,212FF1FF2,81
parcel_60811435010,"POLYGON ((-89.5052 43.0033, -89.505 43.0032, -89.5051 43.003, -89.5053 43.003, -89.5052 43.0033))",census_550250108011,"POLYGON ((-89.5079 43.007, -89.5069 43.0106, -89.5043 43.0125, -89.4989 43.0126, -89.4994 43.0015, -89.5018 43.002, -89.5042 43.0013, -89.5121 43.0014, -89.5121 43.0024, -89.5116 43.0048, -89.5079 43.007))",Polygon,Polygon,contains,5.0,212FF1FF2,82
parcel_80925113112,"POLYGON ((-89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447, -89.3666 43.1454, -89.3678 43.1461))",polygon_parcel_80925115960,"POLYGON ((-89.3631 43.1447, -89.3666 43.1454, -89.36756 43.14596, -89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447))",Polygon,Polygon,contains,5.0,212F11FF2,83
parcel_70823204098,"POLYGON ((-89.5141 43.0722, -89.5138 43.0721, -89.514 43.0718, -89.5143 43.0719, -89.5141 43.0722))",census_550250002042,"POLYGON ((-89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641, -89.5176 43.0686, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752))",Polygon,Polygon,contains,5.0,212FF1FF2,84
parcel_70825207016,"POLYGON ((-89.4957 43.0552, -89.4951 43.0557, -89.4941 43.055, -89.495 43.0536, -89.4956 43.0536, -89.4957 43.0552))",census_550250004081,"POLYGON ((-89.4721 43.0609, -89.4719 43.0583, -89.4734 43.0552, -89.4735 43.0464, -89.4882 43.0524, -89.5031 43.0533, -89.5028 43.0607, -89.4721 43.0609))",Polygon,Polygon,contains,5.0,212FF1FF2,85
parcel_80917421941,"POLYGON ((-89.4502 43.1694, -89.45 43.169, -89.4502 43.169, -89.4505 43.1693, -89.4502 43.1694))",polygon_parcel_80917421941,"POLYGON ((-89.4505 43.1693, -89.4502 43.1694, -89.45004 43.16908, -89.45 43.169, -89.4502 43.169, -89.4505 43.1693))",Polygon,Polygon,contains,5.0,212F11FF2,86
parcel_70813272587,"POLYGON ((-89.4975 43.085, -89.4975 43.0846, -89.4979 43.0846, -89.498 43.085, -89.4975 43.085))",census_550250002053,"POLYGON ((-89.501 43.0902, -89.5019 43.0918, -89.4899 43.0861, -89.4922 43.0861, -89.4924 43.0825, -89.5022 43.0827, -89.5021 43.0884, -89.501 43.0902))",Polygon,Polygon,contains,5.0,212FF1FF2,87
parcel_71017410415,"POLYGON ((-89.329 43.0666, -89.3285 43.0666, -89.3285 43.0663, -89.329 43.0663, -89.329 43.0666))",census_550250103002,"POLYGON ((-89.3261 43.0692, -89.3262 43.0622, -89.3317 43.0623, -89.3316 43.0655, -89.3314 43.0693, -89.3261 43.0692))",Polygon,Polygon,contains,5.0,212FF1FF2,88
polygon_parcel_81027206178,"POLYGON ((-89.2987 43.1306, -89.2994 43.1312, -89.2988 43.1315, -89.29816 43.1315, -89.298 43.1315, -89.2984 43.1304, -89.2987 43.1306))",polygon_census_550250026032,"POLYGON ((-89.3215 43.1189, -89.2961 43.137, -89.29378 43.133, -89.2932 43.132, -89.2906 43.1249, -89.2986 43.1205, -89.2977 43.1175, -89.2961 43.1156, -89.2961 43.1139, -89.3149 43.1138, -89.3215 43.1189))",Polygon,Polygon,contains,5.0,212FF1FF2,89
parcel_70919214167,"POLYGON ((-89.4772 43.0701, -89.4771 43.0698, -89.4773 43.0697, -89.4774 43.07, -89.4772 43.0701))",census_550250002011,"POLYGON ((-89.4675 43.0743, -89.4684 43.0717, -89.4684 43.067, -89.4722 43.0632, -89.4721 43.0609, -89.4785 43.0608, -89.4784 43.0616, -89.478 43.0747, -89.4675 43.0743))",Polygon,Polygon,contains,5.0,212FF1FF2,90
parcel_71021206117,"POLYGON ((-89.3222 43.0604, -89.3222 43.0602, -89.3227 43.0602, -89.3227 43.0604, -89.3222 43.0604))",census_550250029002,"POLYGON ((-89.3095 43.0586, -89.3258 43.0583, -89.3262 43.062, -89.3096 43.0623, -89.3095 43.0586))",Polygon,Polygon,contains,5.0,212FF1FF2,91
parcel_70929109077,"POLYGON ((-89.4448 43.0598, -89.4448 43.0595, -89.445 43.0595, -89.445 43.0598, -89.4448 43.0598))",census_550250004011,"POLYGON ((-89.4387 43.0608, -89.4387 43.0561, -89.438 43.0553, -89.4459 43.0489, -89.4512 43.0464, -89.4511 43.0608, -89.4387 43.0608))",Polygon,Polygon,contains,5.0,212FF1FF2,92
parcel_70918313043,"POLYGON ((-89.481 43.0788, -89.4812 43.0789, -89.4803 43.0793, -89.48 43.0785, -89.481 43.0786, -89.481 43.0788))",census_550250002054,"POLYGON ((-89.4924 43.0825, -89.4922 43.0861, -89.4899 43.0861, -89.48 43.0797, -89.4754 43.0758, -89.4718 43.0744, -89.4765 43.0743, -89.4783 43.0753, -89.4988 43.0752, -89.5024 43.0766, -89.5024 43.0772, -89.5022 43.0825, -89.4924 43.0825))",Polygon,Polygon,contains,5.0,212FF1FF2,93
polygon_parcel_60802305173,"POLYGON ((-89.517 43.016, -89.5183 43.0161, -89.5185 43.0187, -89.51794 43.01862, -89.5178 43.0186, -89.5168 43.0176, -89.5167 43.017, -89.517 43.016))",parcel_60802305173,"POLYGON ((-89.5185 43.0187, -89.5178 43.0186, -89.5168 43.0176, -89.5167 43.017, -89.517 43.016, -89.5183 43.0161, -89.5185 43.0187))",Polygon,Polygon,contains,5.0,212F11FF2,94
parcel_70918212071,"POLYGON ((-89.4757 43.0854, -89.4754 43.0852, -89.4755 43.085, -89.4758 43.0852, -89.4757 43.0854))",census_550250001001,"POLYGON ((-89.4858 43.0946, -89.4824 43.0945, -89.4837 43.0935, -89.4821 43.0938, -89.4797 43.0907, -89.4733 43.0877, -89.4722 43.0866, -89.472 43.0849, -89.469 43.0827, -89.4792 43.0827, -89.4812 43.081, -89.4853 43.0864, -89.4878 43.0879, -89.4859 43.0897, -89.4858 43.0946))",Polygon,Polygon,contains,5.0,212FF1FF2,95
parcel_71010107102,"POLYGON ((-89.2894 43.0882, -89.2894 43.0879, -89.2897 43.0879, -89.2897 43.0882, -89.2894 43.0882))",census_550250030012,"POLYGON ((-89.2907 43.0913, -89.2858 43.0915, -89.2838 43.0845, -89.2958 43.0843, -89.2969 43.086, -89.2977 43.093, -89.2911 43.0922, -89.2907 43.0913))",Polygon,Polygon,contains,5.0,212FF1FF2,96
parcel_71002306019,"POLYGON ((-89.2785 43.097, -89.2783 43.0967, -89.2787 43.0967, -89.2787 43.0969, -89.2785 43.097))",census_550250114061,"POLYGON ((-89.2667 43.1036, -89.2668 43.0849, -89.2796 43.0846, -89.2796 43.0876, -89.2755 43.0903, -89.275 43.0917, -89.2759 43.0935, -89.2788 43.0935, -89.2788 43.0966, -89.2798 43.0992, -89.2858 43.0991, -89.2857 43.101, -89.2856 43.1042, -89.2667 43.1036))",Polygon,Polygon,contains,5.0,212FF1FF2,97
parcel_70923412202,"POLYGON ((-89.3914 43.0679, -89.391 43.0676, -89.3912 43.0675, -89.3908 43.0672, -89.3913 43.0669, -89.3921 43.0674, -89.3914 43.0679))",census_550250016051,"POLYGON ((-89.3869 43.0699, -89.3917 43.0665, -89.3938 43.0679, -89.3889 43.0714, -89.3869 43.0699))",Polygon,Polygon,contains,5.0,212FF1FF2,98
parcel_70919107403,"POLYGON ((-89.4685 43.0736, -89.4686 43.0734, -89.4689 43.0734, -89.4689 43.0736, -89.4685 43.0736))",census_550250002011,"POLYGON ((-89.4675 43.0743, -89.4684 43.0717, -89.4684 43.067, -89.4722 43.0632, -89.4721 43.0609, -89.4785 43.0608, -89.4784 43.0616, -89.478 43.0747, -89.4675 43.0743))",Polygon,Polygon,contains,5.0,212FF1FF2,99
polygon_parcel_081034418089,"POLYGON ((-89.2888 43.1074, -89.2887 43.1076, -89.2883 43.1076, -89.2882 43.1076, -89.2882 43.1074, -89.2888 43.1074))",census_550250026033,"POLYGON ((-89.296 43.1154, -89.2977 43.1175, -89.2986 43.1205, -89.2906 43.1249, -89.2862 43.1121, -89.2856 43.1042, -89.2941 43.1047, -89.3007 43.1061, -89.2964 43.1065, -89.296 43.1154))",Polygon,Polygon,contains,5.0,212FF1FF2,100
parcel_60801226304,"POLYGON ((-89.5036 43.0316, -89.5021 43.0315, -89.5021 43.0309, -89.5028 43.0298, -89.5036 43.03, -89.5036 43.0316))",census_550250005041,"POLYGON ((-89.4969 43.0318, -89.4967 43.0276, -89.4984 43.0251, -89.5029 43.0222, -89.5055 43.0225, -89.5055 43.0267, -89.5076 43.0287, -89.508 43.0306, -89.5056 43.0316, -89.4969 43.0318))",Polygon,Polygon,contains,5.0,212FF1FF2,101
parcel_70811457332,"POLYGON ((-89.5069 43.0925, -89.507 43.0912, -89.5078 43.0912, -89.5079 43.0925, -89.5069 43.0925))",census_550250110002,"POLYGON ((-89.5179 43.0954, -89.5076 43.0943, -89.5019 43.0918, -89.501 43.0902, -89.5021 43.0884, -89.5022 43.0862, -89.5121 43.086, -89.5172 43.0838, -89.5211 43.0838, -89.5208 43.087, -89.5214 43.0873, -89.52 43.0923, -89.5179 43.0954))",Polygon,Polygon,contains,5.0,212FF1FF2,102
parcel_80936110082,"POLYGON ((-89.3664 43.1335, -89.3636 43.1335, -89.3636 43.1312, -89.3639 43.131, -89.3665 43.1322, -89.3664 43.1335))",census_550250024022,"POLYGON ((-89.3631 43.1408, -89.3635 43.1306, -89.3769 43.1362, -89.3768 43.141, -89.3631 43.1408))",Polygon,Polygon,contains,5.0,212FF1FF2,103
parcel_60804105133,"POLYGON ((-89.5459 43.0295, -89.5459 43.0291, -89.5462 43.0291, -89.5462 43.0295, -89.5459 43.0295))",census_550250109033,"POLYGON ((-89.5335 43.0161, -89.5496 43.0164, -89.558 43.0132, -89.563 43.013, -89.563 43.0194, -89.569 43.0211, -89.5781 43.0311, -89.5331 43.0313, -89.5335 43.0161))",Polygon,Polygon,contains,5.0,212FF1FF2,104
polygon_parcel_70923147370,"POLYGON ((-89.3889 43.072, -89.3892 43.0723, -89.3887 43.0727, -89.38886 43.07286, -89.3889 43.0729, -89.3888 43.073, -89.3881 43.0725, -89.3889 43.072))",parcel_70923147370,"POLYGON ((-89.3887 43.0727, -89.3889 43.0729, -89.3888 43.073, -89.3881 43.0725, -89.3889 43.072, -89.3892 43.0723, -89.3887 43.0727))",Polygon,Polygon,contains,5.0,212F11FF2,105
parcel_71020309235,"POLYGON ((-89.3426 43.0494, -89.3426 43.0497, -89.3418 43.05, -89.3418 43.0504, -89.342 43.0504, -89.3415 43.0508, -89.3403 43.0508, -89.3403 43.0498, -89.3411 43.0498, -89.3414 43.0495, -89.341 43.0482, -89.3412 43.0482, -89.3416 43.0494, -89.3426 43.0494))",census_550250015012,"POLYGON ((-89.3382 43.0525, -89.3361 43.0471, -89.3474 43.0471, -89.3482 43.0509, -89.3442 43.0505, -89.3382 43.0525))",Polygon,Polygon,contains,5.0,212FF1FF2,106
polygon_parcel_80922440535,"POLYGON ((-89.4101 43.1516, -89.4093 43.1516, -89.40938 43.15144, -89.4094 43.1514, -89.4101 43.1514, -89.4101 43.1516))",parcel_80922440535,"POLYGON ((-89.4093 43.1516, -89.4094 43.1514, -89.4101 43.1514, -89.4101 43.1516, -89.4093 43.1516))",Polygon,Polygon,contains,5.0,212F11FF2,107
parcel_80835461492,"POLYGON ((-89.5024 43.1216, -89.5024 43.1213, -89.5026 43.1213, -89.5026 43.1216, -89.5024 43.1216))",census_550250111041,"POLYGON ((-89.4916 43.1336, -89.5016 43.1332, -89.5017 43.109, -89.5043 43.1105, -89.5096 43.1115, -89.5126 43.1175, -89.5131 43.1207, -89.5124 43.1242, -89.5135 43.1253, -89.5162 43.1256, -89.5164 43.1267, -89.5154 43.127, -89.5162 43.1332, -89.5198 43.1406, -89.4918 43.141, -89.4916 43.1336))",Polygon,Polygon,contains,5.0,212FF1FF2,108
parcel_60801208196,"POLYGON ((-89.5 43.0298, -89.5001 43.0295, -89.5005 43.0294, -89.5007 43.0297, -89.5 43.0298))",census_550250005041,"POLYGON ((-89.4969 43.0318, -89.4967 43.0276, -89.4984 43.0251, -89.5029 43.0222, -89.5055 43.0225, -89.5055 43.0267, -89.5076 43.0287, -89.508 43.0306, -89.5056 43.0316, -89.4969 43.0318))",Polygon,Polygon,contains,5.0,212FF1FF2,109
parcel_60908460713,"POLYGON ((-89.4472 43.0022, -89.4468 43.0021, -89.447 43.0018, -89.4474 43.002, -89.4472 43.0022))",polygon_parcel_60908460713,"POLYGON ((-89.4474 43.002, -89.4472 43.0022, -89.44688 43.00212, -89.4468 43.0021, -89.447 43.0018, -89.4474 43.002))",Polygon,Polygon,contains,5.0,212F11FF2,110
parcel_70814421164,"POLYGON ((-89.5134 43.0772, -89.5116 43.077, -89.5107 43.0763, -89.51 43.0752, -89.5139 43.0752, -89.5139 43.076, -89.5134 43.0772))",census_550250002052,"POLYGON ((-89.5208 43.087, -89.5211 43.0838, -89.5199 43.0838, -89.5193 43.0814, -89.5184 43.0815, -89.5175 43.0801, -89.5127 43.0793, -89.5097 43.0799, -89.508 43.0776, -89.5075 43.0752, -89.5221 43.0749, -89.522 43.0755, -89.5215 43.087, -89.5208 43.087))",Polygon,Polygon,contains,5.0,212FF1FF2,111
polygon_parcel_70923179092,"POLYGON ((-89.3848 43.071, -89.3844 43.071, -89.3844 43.0707, -89.38472 43.07094, -89.3848 43.071))",census_550250017044,"POLYGON ((-89.3842 43.0732, -89.3831 43.0739, -89.3813 43.0725, -89.3827 43.0716, -89.3819 43.071, -89.3852 43.0686, -89.386 43.0692, -89.3843 43.0705, -89.3871 43.0726, -89.3853 43.0739, -89.3842 43.0732))",Polygon,Polygon,contains,5.0,212FF1FF2,112
polygon_parcel_70916313990,"POLYGON ((-89.4382 43.081, -89.4377 43.081, -89.4377 43.08084, -89.4377 43.0808, -89.4381 43.0808, -89.4382 43.081))",census_550250101001,"POLYGON ((-89.4461 43.0826, -89.4368 43.0825, -89.4371 43.0801, -89.4342 43.0759, -89.4337 43.0735, -89.4402 43.0751, -89.4438 43.0752, -89.4444 43.0808, -89.4495 43.0844, -89.446 43.0859, -89.4461 43.0826))",Polygon,Polygon,contains,5.0,212FF1FF2,113
parcel_60801402045,"POLYGON ((-89.489 43.0225, -89.4891 43.0223, -89.4895 43.0223, -89.4895 43.0225, -89.489 43.0225))",polygon_parcel_60801402045,"POLYGON ((-89.4895 43.0225, -89.489 43.0225, -89.48908 43.02234, -89.4891 43.0223, -89.4895 43.0223, -89.4895 43.0225))",Polygon,Polygon,contains,5.0,212F11FF2,114
parcel_70929201203,"POLYGON ((-89.4549 43.06, -89.4545 43.0599, -89.4546 43.0596, -89.4549 43.0596, -89.4549 43.06))",polygon_parcel_70929201203,"POLYGON ((-89.4549 43.0596, -89.4549 43.06, -89.45458 43.05992, -89.4545 43.0599, -89.4546 43.0596, -89.4549 43.0596))",Polygon,Polygon,contains,5.0,212F11FF2,115
parcel_71016409081,"POLYGON ((-89.3126 43.0647, -89.3126 43.0645, -89.3131 43.0645, -89.3131 43.0647, -89.3126 43.0647))",census_550250029001,"POLYGON ((-89.3182 43.0701, -89.3171 43.0712, -89.3097 43.0714, -89.3096 43.0623, -89.3262 43.062, -89.3262 43.0625, -89.3261 43.0692, -89.3182 43.0701))",Polygon,Polygon,contains,5.0,212FF1FF2,116
parcel_60811413032,"POLYGON ((-89.5093 43.0032, -89.5089 43.0031, -89.5094 43.0031, -89.5093 43.0032))",census_550250108011,"POLYGON ((-89.5079 43.007, -89.5069 43.0106, -89.5043 43.0125, -89.4989 43.0126, -89.4994 43.0015, -89.5018 43.002, -89.5042 43.0013, -89.5121 43.0014, -89.5121 43.0024, -89.5116 43.0048, -89.5079 43.007))",Polygon,Polygon,contains,5.0,212FF1FF2,117
parcel_71015200886,"POLYGON ((-89.3 43.0732, -89.2965 43.0732, -89.2965 43.0697, -89.2993 43.0697, -89.3 43.07, -89.3 43.0732))",census_550250031003,"POLYGON ((-89.2772 43.0627, -89.2779 43.0457, -89.2848 43.0471, -89.2974 43.0476, -89.3071 43.0459, -89.3081 43.048, -89.3094 43.0566, -89.3099 43.0734, -89.2805 43.074, -89.2772 43.0627))",Polygon,Polygon,contains,5.0,212FF1FF2,118
parcel_80925112867,"POLYGON ((-89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447, -89.3666 43.1454, -89.3678 43.1461))",polygon_parcel_80925115960,"POLYGON ((-89.3631 43.1447, -89.3666 43.1454, -89.36756 43.14596, -89.3678 43.1461, -89.3667 43.147, -89.3662 43.1467, -89.3657 43.147, -89.3646 43.147, -89.3645 43.1474, -89.3631 43.1473, -89.3631 43.1447))",Polygon,Polygon,contains,5.0,212F11FF2,119
parcel_70914437996,"POLYGON ((-89.3859 43.0758, -89.3856 43.0755, -89.3859 43.0753, -89.3862 43.0755, -89.3859 43.0758))",census_550250017043,"POLYGON ((-89.3852 43.0755, -89.384 43.0762, -89.3821 43.0747, -89.384 43.0732, -89.3853 43.0739, -89.3871 43.0726, -89.3891 43.0741, -89.3909 43.0728, -89.3917 43.0735, -89.387 43.0769, -89.3852 43.0755))",Polygon,Polygon,contains,5.0,212FF1FF2,120
parcel_70824218105,"POLYGON ((-89.4967 43.0695, -89.4963 43.0695, -89.4964 43.069, -89.4969 43.0692, -89.4967 43.0695))",census_550250002021,"POLYGON ((-89.4988 43.0752, -89.4827 43.0752, -89.4828 43.068, -89.4859 43.067, -89.4981 43.0676, -89.499 43.0684, -89.5026 43.0684, -89.5026 43.069, -89.5024 43.0766, -89.4988 43.0752))",Polygon,Polygon,contains,5.0,212FF1FF2,121
parcel_60801105219,"POLYGON ((-89.4919 43.0275, -89.4914 43.0275, -89.4914 43.0273, -89.4919 43.0273, -89.4919 43.0275))",census_550250005051,"POLYGON ((-89.4967 43.0275, -89.4969 43.0318, -89.4888 43.0319, -89.4889 43.023, -89.5011 43.0234, -89.4981 43.0253, -89.4967 43.0275))",Polygon,Polygon,contains,5.0,212FF1FF2,122
parcel_71014307170,"POLYGON ((-89.2799 43.067, -89.2799 43.0668, -89.2802 43.0667, -89.2806 43.0669, -89.2799 43.067))",census_550250031003,"POLYGON ((-89.2772 43.0627, -89.2779 43.0457, -89.2848 43.0471, -89.2974 43.0476, -89.3071 43.0459, -89.3081 43.048, -89.3094 43.0566, -89.3099 43.0734, -89.2805 43.074, -89.2772 43.0627))",Polygon,Polygon,contains,5.0,212FF1FF2,123
polygon_parcel_70829418403,"POLYGON ((-89.5641 43.046, -89.5637 43.046, -89.5637 43.04584, -89.5637 43.0458, -89.5641 43.0458, -89.5641 43.046))",census_550250109053,"POLYGON ((-89.5522 43.0602, -89.5523 43.0457, -89.5718 43.0456, -89.5718 43.0461, -89.5717 43.0602, -89.5522 43.0602))",Polygon,Polygon,contains,5.0,212FF1FF2,124
parcel_70823207208,"POLYGON ((-89.5141 43.0733, -89.5145 43.0736, -89.5156 43.074, -89.5162 43.074, -89.5163 43.0749, -89.5124 43.075, -89.5124 43.0731, -89.5134 43.0735, -89.5141 43.0733))",polygon_census_550250002042,"POLYGON ((-89.5174 43.0641, -89.5176 43.0686, -89.5196 43.0698, -89.5201 43.0701, -89.5205 43.0713, -89.5186 43.075, -89.5075 43.0752, -89.5104 43.0722, -89.5104 43.0704, -89.5086 43.0684, -89.5082 43.06455, -89.5078 43.0607, -89.5127 43.0606, -89.5126 43.0641, -89.5174 43.0641))",Polygon,Polygon,contains,5.0,212FF1FF2,125
polygon_parcel_81026198404,"POLYGON ((-89.2678 43.1304, -89.2664 43.1305, -89.2664 43.12906, -89.2664 43.1287, -89.2678 43.1287, -89.2678 43.1304))",census_550250114053,"POLYGON ((-89.2617 43.1518, -89.2456 43.1599, -89.247 43.1049, -89.2587 43.1035, -89.2856 43.1042, -89.2862 43.1121, -89.2906 43.1249, -89.2827 43.1296, -89.2617 43.1518))",Polygon,Polygon,contains,5.0,212FF1FF2,126
parcel_70824110137,"POLYGON ((-89.489 43.075, -89.4886 43.0751, -89.4886 43.0746, -89.489 43.0746, -89.489 43.075))",census_550250002021,"POLYGON ((-89.4988 43.0752, -89.4827 43.0752, -89.4828 43.068, -89.4859 43.067, -89.4981 43.0676, -89.499 43.0684, -89.5026 43.0684, -89.5026 43.069, -89.5024 43.0766, -89.4988 43.0752))",Polygon,Polygon,contains,5.0,212FF1FF2,127
parcel_70912416041,"POLYGON ((-89.3682 43.0968, -89.367 43.0965, -89.3667 43.0959, -89.3665 43.096, -89.3668 43.0965, -89.3681 43.097, -89.3652 43.0971, -89.3661 43.0952, -89.3687 43.0958, -89.3682 43.0968))",polygon_census_550250018041,"POLYGON ((-89.3695 43.097, -89.3682 43.097, -89.364 43.1029, -89.36368 43.09362, -89.3636 43.0913, -89.3703 43.0952, -89.3695 43.097))",Polygon,Polygon,contains,5.0,212FF1FF2,128
parcel_60810242122,"POLYGON ((-89.5434 43.0093, -89.5428 43.0094, -89.5425 43.009, -89.5433 43.009, -89.5434 43.0093))",census_550250108022,"POLYGON ((-89.5727 43.013, -89.5583 43.0131, -89.5495 43.0164, -89.5335 43.0161, -89.5338 43.0016, -89.5485 43.0019, -89.5484 42.9982, -89.5533 43.0001, -89.5559 42.9993, -89.5531 42.9957, -89.5484 42.9939, -89.5482 42.9882, -89.5622 42.9868, -89.5721 42.987, -89.573 42.9928, -89.5779 42.9976, -89.5782 43.0025, -89.5781 43.0117, -89.5727 43.013))",Polygon,Polygon,contains,5.0,212FF1FF2,129
